,Holding,Symbol,Weighting,Fund
4021,Verisk Analytics Inc,VRSK,0.0818%,VTI
4022,Kinder Morgan Inc,KMI,0.0817%,VTI
4023,Eversource Energy,ES,0.0815%,VTI
4024,D.R. Horton Inc,DHI,0.081%,VTI
4025,Public Service Enterprise Group Inc,PEG,0.0804%,VTI
4026,Marvell Technology Group Ltd,MRVL,0.0804%,VTI
4027,Bank of New York Mellon Corp,BK,0.0797%,VTI
4028,Paychex Inc,PAYX,0.0796%,VTI
4029,Resmed Inc,RMD,0.0796%,VTI
4030,Seattle Genetics Inc,SGEN,0.0791%,VTI
4031,Willis Towers Watson PLC,WLTW,0.0788%,VTI
4032,Palo Alto Networks Inc,PANW,0.0787%,VTI
4033,Rockwell Automation Inc,ROK,0.0785%,VTI
4034,Hilton Worldwide Holdings Inc,HLT,0.0784%,VTI
4035,Otis Worldwide Corp,OTIS,0.0783%,VTI
4036,Motorola Solutions Inc,MSI,0.0783%,VTI
4037,Stanley Black & Decker Inc,SWK,0.0783%,VTI
4038,Archer-Daniels-Midland Co,ADM,0.0775%,VTI
4039,HP Inc,HPQ,0.0772%,VTI
4040,Best Buy Co Inc,BBY,0.0768%,VTI
4041,Parker-Hannifin Corp,PH,0.0765%,VTI
4042,Okta Inc,OKTA,0.0758%,VTI
4043,Kroger Co,KR,0.0757%,VTI
4044,Williams Companies Inc,WMB,0.0754%,VTI
4045,TransDigm Group Inc,TDG,0.0752%,VTI
4046,Mettler-Toledo International Inc,MTD,0.0745%,VTI
4047,Fastenal Co,FAST,0.0735%,VTI
4048,Microchip Technology Inc,MCHP,0.0735%,VTI
4049,Skyworks Solutions Inc,SWKS,0.0734%,VTI
4050,Xilinx Inc,XLNX,0.0723%,VTI
4051,Ford Motor Co,F,0.0723%,VTI
4052,Corning Inc,GLW,0.072%,VTI
4053,Consolidated Edison Inc,ED,0.0719%,VTI
4054,Aptiv PLC,APTV,0.0718%,VTI
4055,Schlumberger NV,SLB,0.0715%,VTI
4056,Church & Dwight Co Inc,CHD,0.0714%,VTI
4057,Fortive Corp,FTV,0.0712%,VTI
4058,Lennar Corp,LEN.B,0.0704%,VTI
4059,Moderna Inc,MRNA,0.0701%,VTI
4060,Align Technology Inc,ALGN,0.0701%,VTI
4061,American International Group Inc,AIG,0.0699%,VTI
4062,Brown-Forman Corp,BF.B,0.069%,VTI
4063,DTE Energy Co,DTE,0.069%,VTI
4064,American Water Works Company Inc,AWK,0.0688%,VTI
4065,Freeport-McMoRan Inc,FCX,0.0678%,VTI
4066,Mckesson Corp,MCK,0.0676%,VTI
4067,Welltower Inc,WELL,0.0674%,VTI
4068,McCormick & Company Inc,MKC,0.0674%,VTI
4069,Paccar Inc,PCAR,0.0673%,VTI
4070,Dollar Tree Inc,DLTR,0.067%,VTI
4071,Marriott International Inc,MAR,0.0667%,VTI
4072,Corteva Inc,CTVA,0.0665%,VTI
4073,West Pharmaceutical Services Inc,WST,0.0664%,VTI
4074,Phillips 66,PSX,0.0661%,VTI
4075,Alexion Pharmaceuticals Inc,ALXN,0.0658%,VTI
4076,Weyerhaeuser Co,WY,0.0647%,VTI
4077,Southwest Airlines Co,LUV,0.0647%,VTI
4078,Roku Inc,ROKU,0.0644%,VTI
4079,Kraft Heinz Co,KHC,0.0637%,VTI
4080,Dover Corp,DOV,0.0634%,VTI
4081,AMETEK Inc,AME,0.0626%,VTI
4082,Copart Inc,CPRT,0.0625%,VTI
4083,Maxim Integrated Products Inc,MXIM,0.0622%,VTI
4084,Coupa Software Inc,COUP,0.0617%,VTI
4085,Cerner Corp,CERN,0.0615%,VTI
4086,Zillow Group Inc,ZG,0.0612%,VTI
4087,Avalonbay Communities Inc,AVB,0.0611%,VTI
4088,VF Corp,VFC,0.061%,VTI
4089,RingCentral Inc,RNG,0.0609%,VTI
4090,Verisign Inc,VRSN,0.0606%,VTI
4091,Pultegroup Inc,PHM,0.0605%,VTI
4092,Marathon Petroleum Corp,MPC,0.06%,VTI
4093,EOG Resources Inc,EOG,0.0599%,VTI
4094,Realty Income Corp,O,0.0589%,VTI
4095,Equifax Inc,EFX,0.0588%,VTI
4096,Pinterest Inc,PINS,0.0588%,VTI
4097,Hershey Co,HSY,0.0585%,VTI
4098,Catalent Inc,CTLT,0.0584%,VTI
4099,Fleetcor Technologies Inc,FLT,0.0584%,VTI
4100,Keysight Technologies Inc,KEYS,0.0583%,VTI
4101,Take-Two Interactive Software Inc,TTWO,0.0583%,VTI
4102,PerkinElmer Inc,PKI,0.0583%,VTI
4103,Equity Residential,EQR,0.0583%,VTI
4104,Old Dominion Freight Line Inc,ODFL,0.058%,VTI
4105,PPL Corp,PPL,0.0579%,VTI
4106,Alexandria Real Estate Equities Inc,ARE,0.0577%,VTI
4107,Cooper Companies Inc,COO,0.0572%,VTI
4108,Arthur J Gallagher & Co,AJG,0.057%,VTI
4109,Ameren Corp,AEE,0.057%,VTI
4110,Aflac Inc,AFL,0.0567%,VTI
4111,Peloton Interactive Inc,PTON,0.0564%,VTI
4112,State Street Corp,STT,0.0563%,VTI
4113,Laboratory Corporation of America Holdings,LH,0.0562%,VTI
4114,Valero Energy Corp,VLO,0.0562%,VTI
4115,Ameriprise Financial Inc,AMP,0.056%,VTI
4116,Sarepta Therapeutics Inc,SRPT,0.056%,VTI
4117,Trade Desk Inc,TTD,0.056%,VTI
4118,Las Vegas Sands Corp,LVS,0.0558%,VTI
4119,Epam Systems Inc,EPAM,0.0558%,VTI
4120,Wayfair Inc,W,0.0558%,VTI
4121,CrowdStrike Holdings Inc,CRWD,0.0556%,VTI
4122,Edison International,EIX,0.0555%,VTI
4123,Immunomedics Inc,IMMU,0.0555%,VTI
4124,Simon Property Group Inc,SPG,0.0553%,VTI
4125,KKR & Co Inc,KKR,0.0552%,VTI
4126,Horizon Therapeutics PLC,HZNP,0.0545%,VTI
4127,Delta Air Lines Inc,DAL,0.0545%,VTI
4128,Marketaxess Holdings Inc,MKTX,0.0545%,VTI
4129,Five9 Inc,FIVN,0.0541%,VTI
4130,CDW Corp,CDW,0.0538%,VTI
4131,First Republic Bank,FRC,0.0535%,VTI
4132,Akamai Technologies Inc,AKAM,0.0533%,VTI
4133,Tyler Technologies Inc,TYL,0.0533%,VTI
4134,Alnylam Pharmaceuticals Inc,ALNY,0.0532%,VTI
4135,Synchrony Financial,SYF,0.0529%,VTI
4136,Tyson Foods Inc,TSN,0.0527%,VTI
4137,Tractor Supply Co,TSCO,0.0525%,VTI
4138,Kellogg Co,K,0.0522%,VTI
4139,W W Grainger Inc,GWW,0.0521%,VTI
4140,LyondellBasell Industries NV,LYB,0.052%,VTI
4141,Dell Technologies Inc,DELL,0.0518%,VTI
4142,Teladoc Health Inc,TDOC,0.0514%,VTI
4143,TransUnion,TRU,0.051%,VTI
4144,Fox Corp,FOX,0.0507%,VTI
4145,Concho Resources Inc,CXO,0.0507%,VTI
4146,Paycom Software Inc,PAYC,0.0503%,VTI
4147,Discover Financial Services,DFS,0.0503%,VTI
4148,Vulcan Materials Co,VMC,0.0502%,VTI
4149,Invitation Homes Inc,INVH,0.0502%,VTI
4150,Expeditors International of Washington Inc,EXPD,0.0499%,VTI
4151,Teleflex Inc,TFX,0.0496%,VTI
4152,Xylem Inc,XYL,0.0495%,VTI
4153,Ventas Inc,VTR,0.0491%,VTI
4154,Evergy Inc,EVRG,0.0489%,VTI
4155,Varian Medical Systems Inc,VAR,0.0488%,VTI
4156,Kansas City Southern,KSU,0.0486%,VTI
4157,Northern Trust Corp,NTRS,0.0486%,VTI
4158,Keurig Dr Pepper Inc,KDP,0.0484%,VTI
4159,Carmax Inc,KMX,0.0484%,VTI
4160,ViacomCBS Inc,VIAC,0.048%,VTI
4161,SS&C Technologies Holdings Inc,SSNC,0.0479%,VTI
4162,Citrix Systems Inc,CTXS,0.0478%,VTI
4163,Broadridge Financial Solutions Inc,BR,0.0475%,VTI
4164,NVR Inc,NVR,0.0473%,VTI
4165,Interpublic Group of Companies Inc,IPG,0.0469%,VTI
4166,Generac Holdings Inc,GNRC,0.0467%,VTI
4167,Quest Diagnostics Inc,DGX,0.0464%,VTI
4168,Pioneer Natural Resources Co,PXD,0.046%,VTI
4169,CMS Energy Corp,CMS,0.0459%,VTI
4170,Biomarin Pharmaceutical Inc,BMRN,0.0458%,VTI
4171,Fortinet Inc,FTNT,0.0457%,VTI
4172,Incyte Corp,INCY,0.0455%,VTI
4173,Hologic Inc,HOLX,0.0454%,VTI
4174,Insulet Corp,PODD,0.0453%,VTI
4175,Domino's Pizza Inc,DPZ,0.0451%,VTI
4176,ETSY Inc,ETSY,0.0445%,VTI
4177,CBRE Group Inc,CBRE,0.0443%,VTI
4178,Qorvo Inc,QRVO,0.0441%,VTI
4179,Conagra Brands Inc,CAG,0.0441%,VTI
4180,FirstEnergy Corp,FE,0.044%,VTI
4181,Teradyne Inc,TER,0.0439%,VTI
4182,Steris plc,STE,0.0439%,VTI
4183,Cardinal Health Inc,CAH,0.0438%,VTI
4184,Martin Marietta Materials Inc,MLM,0.0437%,VTI
4185,Fifth Third Bancorp,FITB,0.0436%,VTI
4186,Datadog Inc,DDOG,0.0436%,VTI
4187,WP Carey Inc,WPC,0.0435%,VTI
4188,Draftkings Inc,DKNG,0.0435%,VTI
4189,Nucor Corp,NUE,0.0434%,VTI
4190,PG&E Corp,PCG,0.0433%,VTI
4191,International Paper Co,IP,0.0429%,VTI
4192,Zebra Technologies Corp,ZBRA,0.0429%,VTI
4193,Republic Services Inc,RSG,0.0428%,VTI
4194,Exact Sciences Corp,EXAS,0.0428%,VTI
4195,Carvana Co,CVNA,0.0428%,VTI
4196,Burlington Stores Inc,BURL,0.0424%,VTI
4197,Healthpeak Properties Inc,PEAK,0.0421%,VTI
4198,Tiffany & Co,TIF,0.0413%,VTI
4199,Jack Henry & Associates Inc,JKHY,0.0412%,VTI
4200,Celanese Corp,CE,0.0411%,VTI
4201,Nasdaq Inc,NDAQ,0.0409%,VTI
4202,Pool Corp,POOL,0.0408%,VTI
4203,HEICO Corp,HEI,0.0408%,VTI
4204,Masco Corp,MAS,0.0408%,VTI
4205,Duke Realty Corp,DRE,0.0407%,VTI
4206,Extra Space Storage Inc,EXR,0.0406%,VTI
4207,AES Corp,AES,0.0402%,VTI
4208,Markel Corp,MKL,0.0401%,VTI
4209,Hewlett Packard Enterprise Co,HPE,0.0399%,VTI
4210,Fortune Brands Home & Security Inc,FBHS,0.0398%,VTI
4211,Black Knight Inc,BKI,0.0396%,VTI
4212,Leidos Holdings Inc,LDOS,0.0396%,VTI
4213,Hormel Foods Corp,HRL,0.0393%,VTI
4214,CH Robinson Worldwide Inc,CHRW,0.0393%,VTI
4215,HubSpot Inc,HUBS,0.039%,VTI
4216,Sun Communities Inc,SUI,0.039%,VTI
4217,Waters Corp,WAT,0.0389%,VTI
4218,Trimble Inc,TRMB,0.0388%,VTI
4219,Amerisourcebergen Corp,ABC,0.0387%,VTI
4220,Crane Co,CR,0.0386%,VTI
4221,Cash Component,CASH,0.0382%,VTI
4222,Darden Restaurants Inc,DRI,0.0382%,VTI
4223,Ulta Beauty Inc,ULTA,0.0382%,VTI
4224,International Flavors & Fragrances Inc,IFF,0.0381%,VTI
4225,J M Smucker Co,SJM,0.0381%,VTI
4226,FMC Corp,FMC,0.038%,VTI
4227,Fair Isaac Corp,FICO,0.0379%,VTI
4228,SVB Financial Group,SIVB,0.0379%,VTI
4229,Genuine Parts Co,GPC,0.0375%,VTI
4230,United Rentals Inc,URI,0.0371%,VTI
4231,Centurylink Inc,LUMN,0.0369%,VTI
4232,Essex Property Trust Inc,ESS,0.0366%,VTI
4233,Hess Corp,HES,0.0366%,VTI
4234,Bio Rad Laboratories Inc,BIO,0.0366%,VTI
4235,Garmin Ltd,GRMN,0.0365%,VTI
4236,KeyCorp,KEY,0.0365%,VTI
4237,Hartford Financial Services Group Inc,HIG,0.0363%,VTI
4238,Monolithic Power Systems Inc,MPWR,0.036%,VTI
4239,Ingersoll Rand Inc,IR,0.0359%,VTI
4240,Charles River Laboratories International Inc,CRL,0.0356%,VTI
4241,Factset Research Systems Inc,FDS,0.0356%,VTI
4242,RPM International Inc,RPM,0.0355%,VTI
4243,ABIOMED Inc,ABMD,0.0355%,VTI
4244,VMware Inc,VMW,0.0353%,VTI
4245,Cheniere Energy Inc,LNG,0.0353%,VTI
4246,E*Trade Financial Corp,ETFC,0.0353%,VTI
4247,Whirlpool Corp,WHR,0.0353%,VTI
4248,Neurocrine Biosciences Inc,NBIX,0.0352%,VTI
4249,Teledyne Technologies Inc,TDY,0.0351%,VTI
4250,J B Hunt Transport Services Inc,JBHT,0.035%,VTI
4251,Booz Allen Hamilton Holding Corp,BAH,0.0349%,VTI
4252,Gartner Inc,IT,0.0348%,VTI
4253,First Merchants Corp,FRME,0.0347%,VTI
4254,Citizens Financial Group Inc,CFG,0.0346%,VTI
4255,Western Digital Corp,WDC,0.0342%,VTI
4256,Regions Financial Corp,RF,0.0338%,VTI
4257,Trustmark Corp,TRMK,0.0338%,VTI
4258,Cincinnati Financial Corp,CINF,0.0336%,VTI
4259,Arista Networks Inc,ANET,0.0336%,VTI
4260,Varonis Systems Inc,VRNS,0.0335%,VTI
4261,Elanco Animal Health Inc,ELAN,0.0334%,VTI
4262,Cognex Corp,CGNX,0.0334%,VTI
4263,Avalara Inc,AVLR,0.0334%,VTI
4264,Arch Capital Group Ltd,ACGL,0.0333%,VTI
4265,GoDaddy Inc,GDDY,0.0333%,VTI
4266,Avery Dennison Corp,AVY,0.0332%,VTI
4267,Zendesk Inc,ZEN,0.0331%,VTI
4268,Masimo Corp,MASI,0.033%,VTI
4269,Omnicom Group Inc,OMC,0.0329%,VTI
4270,TD Ameritrade Holding Corp,AMTD,0.0328%,VTI
4271,Tenable Holdings Inc,TENB,0.0328%,VTI
4272,Royal Caribbean Cruises Ltd,RCL,0.0328%,VTI
4273,Hasbro Inc,HAS,0.0327%,VTI
4274,VICI Properties Inc,VICI,0.0327%,VTI
4275,Westinghouse Air Brake Technologies Corp,WAB,0.0325%,VTI
4276,Molina Healthcare Inc,MOH,0.0325%,VTI
4277,Xencor Inc,XNCR,0.0324%,VTI
4278,Lennox International Inc,LII,0.0323%,VTI
4279,Advance Auto Parts Inc,AAP,0.0323%,VTI
4280,Cable One Inc,CABO,0.032%,VTI
4281,Baker Hughes Co,BKR,0.0319%,VTI
4282,Expedia Group Inc,EXPE,0.0315%,VTI
4283,Ally Financial Inc,ALLY,0.0315%,VTI
4284,Alliant Energy Corp,LNT,0.0314%,VTI
4285,Jacobs Engineering Group Inc,J,0.0313%,VTI
4286,Brown & Brown Inc,BRO,0.0313%,VTI
4287,DENTSPLY SIRONA Inc,XRAY,0.0311%,VTI
4288,Equity LifeStyle Properties Inc,ELS,0.031%,VTI
4289,Eastman Chemical Co,EMN,0.031%,VTI
4290,Liberty Media Corp,LSXMA,0.0309%,VTI
4291,ONEOK Inc,OKE,0.0309%,VTI
4292,Boston Properties Inc,BXP,0.0309%,VTI
4293,Seagate Technology PLC,STX,0.0308%,VTI
4294,Halliburton Co,HAL,0.0307%,VTI
4295,Entegris Inc,ENTG,0.0307%,VTI
4296,Medical Properties Trust Inc,MPW,0.0304%,VTI
4297,10X Genomics Inc,TXG,0.0303%,VTI
4298,Slack Technologies Inc,WORK,0.0303%,VTI
4299,MGM Resorts International,MGM,0.0303%,VTI
4300,Crown Holdings Inc,CCK,0.0303%,VTI
4301,MongoDB Inc,MDB,0.0302%,VTI
4302,Packaging Corp of America,PKG,0.0302%,VTI
4303,Trex Company Inc,TREX,0.0301%,VTI
4304,Cboe Global Markets Inc,CBOE,0.0298%,VTI
4305,IAC/Interactivecorp,IAC,0.0295%,VTI
4306,Vistra Corp,VST,0.0295%,VTI
4307,Albemarle Corp,ALB,0.0293%,VTI
4308,Campbell Soup Co,CPB,0.0293%,VTI
4309,ITT Inc,ITT,0.0292%,VTI
4310,Rollins Inc,ROL,0.029%,VTI
4311,Annaly Capital Management Inc,NLY,0.029%,VTI
4312,Principal Financial Group Inc,PFG,0.0289%,VTI
4313,Liberty Media Corp,FWONA,0.0288%,VTI
4314,ON Semiconductor Corp,ON,0.0287%,VTI
4315,Raymond James Financial Inc,RJF,0.0286%,VTI
4316,Aspen Technology Inc,AZPN,0.0286%,VTI
4317,Westrock Co,WRK,0.0284%,VTI
4318,Fidelity National Financial Inc,FNF,0.0284%,VTI
4319,CenterPoint Energy Inc,CNP,0.0284%,VTI
4320,News Corp,NWS,0.0283%,VTI
4321,Huntington Bancshares Inc,HBAN,0.0283%,VTI
4322,NortonLifeLock Inc,NLOK,0.0283%,VTI
4323,Toro Co,TTC,0.0282%,VTI
4324,IDEX Corp,IEX,0.0279%,VTI
4325,PTC Inc,PTC,0.0278%,VTI
4326,Umpqua Holdings Corp,UMPQ,0.0277%,VTI
4327,Occidental Petroleum Corp,OXY,0.0277%,VTI
4328,United Airlines Holdings Inc,UAL,0.0276%,VTI
4329,Textron Inc,TXT,0.0276%,VTI
4330,Gci Liberty Inc,GLIBA,0.0276%,VTI
4331,Guidewire Software Inc,GWRE,0.0275%,VTI
4332,Mirati Therapeutics Inc,MRTX,0.0275%,VTI
4333,Mid-America Apartment Communities Inc,MAA,0.0273%,VTI
4334,Everest Re Group Ltd,RE,0.0272%,VTI
4335,Nordson Corp,NDSN,0.0272%,VTI
4336,Novocure Ltd,NVCR,0.0271%,VTI
4337,Nuance Communications Inc,NUAN,0.027%,VTI
4338,Henry Schein Inc,HSIC,0.0267%,VTI
4339,Penn National Gaming Inc,PENN,0.0267%,VTI
4340,Vail Resorts Inc,MTN,0.0266%,VTI
4341,Zscaler Inc,ZS,0.0266%,VTI
4342,Allegion PLC,ALLE,0.0264%,VTI
4343,SJW Group,SJW,0.0264%,VTI
4344,Jazz Pharmaceuticals PLC,JAZZ,0.0264%,VTI
4345,Snowflake Inc.,SNOW,0.0261%,VTI
4346,Boston Beer Company Inc,SAM,0.026%,VTI
4347,Chegg Inc,CHGG,0.0259%,VTI
4348,Camden Property Trust,CPT,0.0259%,VTI
4349,LKQ Corp,LKQ,0.0258%,VTI
4350,UDR Inc,UDR,0.0258%,VTI
4351,Snap-On Inc,SNA,0.0258%,VTI
4352,Ionis Pharmaceuticals Inc,IONS,0.0258%,VTI
4353,Pinnacle West Capital Corp,PNW,0.0256%,VTI
4354,Royal Gold Inc,RGLD,0.0255%,VTI
4355,Livongo Health Inc,LVGO,0.0254%,VTI
4356,XPO Logistics Inc,XPO,0.0254%,VTI
4357,Universal Display Corp,OLED,0.0254%,VTI
4358,CyrusOne Inc,CONE,0.0254%,VTI
4359,Ceridian HCM Holding Inc,CDAY,0.0254%,VTI
4360,Douglas Emmett Inc,DEI,0.0251%,VTI
4361,Sunrun Inc,RUN,0.025%,VTI
4362,Agios Pharmaceuticals Inc,AGIO,0.025%,VTI
4363,Universal Health Services Inc,UHS,0.0249%,VTI
4364,Live Nation Entertainment Inc,LYV,0.0249%,VTI
4365,Enphase Energy Inc,ENPH,0.0248%,VTI
4366,Amedisys Inc,AMED,0.0247%,VTI
4367,Dunkin' Brands Group Inc,DNKN,0.0244%,VTI
4368,Sirius XM Holdings Inc,SIRI,0.0244%,VTI
4369,Juniper Networks Inc,JNPR,0.0243%,VTI
4370,L Brands Inc,LB,0.0242%,VTI
4371,Equitable Holdings Inc,EQH,0.0242%,VTI
4372,AGNC Investment Corp,AGNC,0.0242%,VTI
4373,Apollo Global Management Inc,APO,0.0241%,VTI
4374,Avantor Inc,AVTR,0.0241%,VTI
4375,Mylan NV,MYL,0.024%,VTI
4376,Repligen Corp,RGEN,0.024%,VTI
4377,Watts Water Technologies Inc,WTS,0.024%,VTI
4378,Owens Corning,OC,0.024%,VTI
4379,Iron Mountain Inc,IRM,0.0239%,VTI
4380,Loews Corp,L,0.0239%,VTI
4381,Zynga Inc,ZNGA,0.0238%,VTI
4382,NetApp Inc,NTAP,0.0237%,VTI
4383,Lamb Weston Holdings Inc,LW,0.0236%,VTI
4384,F5 Networks Inc,FFIV,0.0235%,VTI
4385,Silk Road Medical Inc,SILK,0.0234%,VTI
4386,Borgwarner Inc,BWA,0.0234%,VTI
4387,Bio-Techne Corp,TECH,0.0234%,VTI
4388,Momenta Pharmaceuticals Inc,MNTA,0.0233%,VTI
4389,Old Republic International Corp,ORI,0.0233%,VTI
4390,A. O. Smith Corp,AOS,0.0232%,VTI
4391,Williams-Sonoma Inc,WSM,0.0232%,VTI
4392,Sensata Technologies Holding PLC,ST,0.023%,VTI
4393,Cabot Oil & Gas Corp,COG,0.023%,VTI
4394,Renaissancere Holdings Ltd,RNR,0.0229%,VTI
4395,Globe Life Inc,GL,0.0229%,VTI
4396,Quanta Services Inc,PWR,0.0228%,VTI
4397,NRG Energy Inc,NRG,0.0228%,VTI
4398,Western Union Co,WU,0.0227%,VTI
4399,Carlisle Companies Inc,CSL,0.0227%,VTI
4400,Corelogic Inc,CLGX,0.0227%,VTI
4401,Chemed Corp,CHE,0.0226%,VTI
4402,Service Corporation International,SCI,0.0226%,VTI
4403,Host Hotels & Resorts Inc,HST,0.0226%,VTI
4404,Essential Utilities Inc,WTRG,0.0224%,VTI
4405,ALLETE Inc,ALE,0.0222%,VTI
4406,Highwoods Properties Inc,HIW,0.0222%,VTI
4407,Five Below Inc,FIVE,0.0221%,VTI
4408,Assurant Inc,AIZ,0.0221%,VTI
4409,Caseys General Stores Inc,CASY,0.022%,VTI
4410,Watsco Inc,WSO,0.022%,VTI
4411,Cree Inc,CREE,0.0219%,VTI
4412,DISH Network Corp,DISH,0.0217%,VTI
4413,Pentair PLC,PNR,0.0217%,VTI
4414,Berry Global Group Inc,BERY,0.0217%,VTI
4415,GrubHub Inc,GRUB,0.0216%,VTI
4416,W. R. Berkley Corp,WRB,0.0216%,VTI
4417,Amicus Therapeutics Inc,FOLD,0.0216%,VTI
4418,Alleghany Corp,Y,0.0215%,VTI
4419,SEI Investments Co,SEIC,0.0214%,VTI
4420,Exelixis Inc,EXEL,0.0214%,VTI
4421,Guardant Health Inc,GH,0.0211%,VTI
4422,Gaming and Leisure Properties Inc,GLPI,0.021%,VTI
4423,Fastly Inc,FSLY,0.021%,VTI
4424,Gentex Corp,GNTX,0.0209%,VTI
4425,Newell Brands Inc,NWL,0.0209%,VTI
4426,WEX Inc,WEX,0.0209%,VTI
4427,TopBuild Corp,BLD,0.0208%,VTI
4428,Clearway Energy Inc,CWEN.A,0.0206%,VTI
4429,Tandem Diabetes Care Inc,TNDM,0.0206%,VTI
4430,AECOM,ACM,0.0206%,VTI
4431,Penumbra Inc,PEN,0.0206%,VTI
4432,CF Industries Holdings Inc,CF,0.0205%,VTI
4433,Reliance Steel & Aluminum Co,RS,0.0205%,VTI
4434,Stericycle Inc,SRCL,0.0205%,VTI
4435,Bright Horizons Family Solutions Inc,BFAM,0.0204%,VTI
4436,Lear Corp,LEA,0.0204%,VTI
4437,Omega Healthcare Investors Inc,OHI,0.0204%,VTI
4438,United Therapeutics Corp,UTHR,0.0203%,VTI
4439,Manhattan Associates Inc,MANH,0.0203%,VTI
4440,Quidel Corp,QDEL,0.0203%,VTI
4441,Aramark,ARMK,0.0202%,VTI
4442,Wynn Resorts Ltd,WYNN,0.0201%,VTI
4443,Lincoln National Corp,LNC,0.0201%,VTI
4444,American Homes 4 Rent,AMH,0.02%,VTI
4445,Americold Realty Trust,COLD,0.02%,VTI
4446,Healthcare Trust Of America Inc,HTA,0.0199%,VTI
4447,Ciena Corp,CIEN,0.0199%,VTI
4448,New York Times Co,NYT,0.0199%,VTI
4449,IPG Photonics Corp,IPGP,0.0199%,VTI
4450,Proofpoint Inc,PFPT,0.0198%,VTI
4451,Steel Dynamics Inc,STLD,0.0198%,VTI
4452,Encompass Health Corp,EHC,0.0197%,VTI
4453,WesBanco Inc,WSBC,0.0196%,VTI
4454,Altice USA Inc,ATUS,0.0196%,VTI
4455,Northwest Natural Holding Co,NWN,0.0196%,VTI
4456,Beyond Meat Inc,BYND,0.0196%,VTI
4457,Sealed Air Corp,SEE,0.0195%,VTI
4458,Bunge Ltd,BG,0.0195%,VTI
4459,Mosaic Co,MOS,0.0195%,VTI
4460,ServisFirst Bancshares Inc,SFBS,0.0194%,VTI
4461,Deckers Outdoor Corp,DECK,0.0193%,VTI
4462,Caesars Entertainment Inc,CZR,0.0193%,VTI
4463,Paylocity Holding Corp,PCTY,0.0192%,VTI
4464,PRA Health Sciences Inc,PRAH,0.0192%,VTI
4465,Regency Centers Corp,REG,0.0192%,VTI
4466,Lamar Advertising Co,LAMR,0.0192%,VTI
4467,Howmet Aerospace Inc,HWM,0.0192%,VTI
4468,CACI International Inc,CACI,0.0191%,VTI
4469,ONE Gas Inc,OGS,0.019%,VTI
4470,Perrigo Company PLC,PRGO,0.0189%,VTI
4471,SPS Commerce Inc,SPSC,0.0189%,VTI
4472,LPL Financial Holdings Inc,LPLA,0.0189%,VTI
4473,Hill-Rom Holdings Inc,HRC,0.0189%,VTI
4474,Molson Coors Beverage Co,TAP,0.0188%,VTI
4475,VEREIT Inc,VER,0.0188%,VTI
4476,Landstar System Inc,LSTR,0.0187%,VTI
4477,Toll Brothers Inc,TOL,0.0187%,VTI
4478,National Retail Properties Inc,NNN,0.0187%,VTI
4479,Erie Indemnity Co,ERIE,0.0186%,VTI
4480,CDK Global Inc,CDK,0.0186%,VTI
4481,Commerce Bancshares Inc,CBSH,0.0186%,VTI
4482,BWX Technologies Inc,BWXT,0.0186%,VTI
4483,Reinsurance Group of America Inc,RGA,0.0186%,VTI
4484,Lincoln Electric Holdings Inc,LECO,0.0184%,VTI
4485,Polaris Inc,PII,0.0184%,VTI
4486,MKS Instruments Inc,MKSI,0.0183%,VTI
4487,Twist Bioscience Corp,TWST,0.0182%,VTI
4488,ASGN Inc,ASGN,0.0182%,VTI
4489,MyoKardia Inc,MYOK,0.0182%,VTI
4490,Carnival Corp,CCL,0.0182%,VTI
4491,CubeSmart,CUBE,0.0182%,VTI
4492,Genpact Ltd,G,0.0181%,VTI
4493,Cloudflare Inc,NET,0.018%,VTI
4494,Pegasystems Inc,PEGA,0.018%,VTI
4495,BJ's Wholesale Club Holdings Inc,BJ,0.0179%,VTI
4496,Servicemaster Global Holdings Inc,SERV,0.0179%,VTI
4497,Anaplan Inc,PLAN,0.0179%,VTI
4498,Axon Enterprise Inc,AAXN,0.0178%,VTI
4499,Chesapeake Utilities Corp,CPK,0.0178%,VTI
4500,RH,RH,0.0178%,VTI
4501,Darling Ingredients Inc,DAR,0.0178%,VTI
4502,M&T Bank Corp,MTB,0.0178%,VTI
4503,Post Holdings Inc,POST,0.0178%,VTI
4504,F.N.B. Corp,FNB,0.0177%,VTI
4505,Mohawk Industries Inc,MHK,0.0177%,VTI
4506,STAG Industrial Inc,STAG,0.0177%,VTI
4507,Comerica Inc,CMA,0.0174%,VTI
4508,Tetra Tech Inc,TTEK,0.0174%,VTI
4509,Inphi Corp,IPHI,0.0174%,VTI
4510,Choice Hotels International Inc,CHH,0.0174%,VTI
4511,HanesBrands Inc,HBI,0.0173%,VTI
4512,Franklin Resources Inc,BEN,0.0173%,VTI
4513,ESCO Technologies Inc,ESE,0.0173%,VTI
4514,Enanta Pharmaceuticals Inc,ENTA,0.0172%,VTI
4515,SiteOne Landscape Supply Inc,SITE,0.0172%,VTI
4516,Lumentum Holdings Inc,LITE,0.0172%,VTI
4517,Scotts Miracle-Gro Co,SMG,0.0171%,VTI
4518,Lithia Motors Inc,LAD,0.0171%,VTI
4519,Athene Holding Ltd,ATH,0.0171%,VTI
4520,Dick's Sporting Goods Inc,DKS,0.0169%,VTI
4521,Leggett & Platt Inc,LEG,0.0169%,VTI
4522,Ingredion Inc,INGR,0.0169%,VTI
